"Country Name","Series Name","Employment Ratio","GDP","Gini Coefficient","Annual Inflation","Annual GHG Emissions","Annual PM2.5 Exposure","Natural Disasters","Died","Died per 100K","Died Cancer","Died Cancer per 100K","Died Lower Resp","Died Lower Resp per 100K","Life Expectancy"
"Mexico",1987,,147542558208.89,,131.8273839,568819460,,3,404699,511.577843,37330,47.18865349,22577,28.53946504,68.8435
"Mexico",1988,,181611150496.79,,114.1622585,594420700,,5,411462,508.7062954,39292,48.57821077,20913,25.85554621,69.2532
"Mexico",1989,,221403098266.77,0.50112903,20.00787671,638835700,,3,421836,510.2278775,40555,49.05292951,24408,29.52247327,69.6226
"Mexico",1990,,261253675692.84,,26.65167256,640487040,32.68135,3,421736,499.1785621,41125,48.67670383,23903,28.29226144,69.9707
"Mexico",1991,57.98,313139656145.75,,22.66235946,617435650,,4,410425,475.5077451,41953,48.60565616,20943,24.26401585,70.2977
"Mexico",1992,58.64,363157832923.73,0.52311224,15.50789625,603677500,,3,409427,473.9522861,43684,50.56855475,20091,23.25732152,70.6161
"Mexico",1993,59.324,530160763983.51,,9.751460454,606933400,,8,416029,472.8913472,44939,51.08120888,19830,22.54034073,70.9423
"Mexico",1994,58.718,553618247900.74,0.5342256,6.965812372,628397000,,2,418908,467.7186507,46422,51.83103498,20612,23.01368517,71.2787
"Mexico",1995,57.145,380157469866.85,,34.99927129,614209900,31.75916,11,430101,471.8855189,48218,52.90240188,21023,23.06539456,71.6457
"Mexico",1996,58.131,432157945024.43,0.51974005,34.37838322,622831500,,6,436185,468.2757297,49916,53.5883887,21909,23.52087523,72.0369
"Mexico",1997,60.265,523449530464.26,,20.62562873,663452900,,9,440259,465.3359448,51251,54.17023276,21050,22.24899806,72.4454
"Mexico",1998,60.364,557461102630.66,0.5328452,15.92839501,692939600,,10,444665,462.9211231,52670,54.83241441,18000,18.73900625,72.8448
"Mexico",1999,60.401,631249359702.39,,16.58561697,689201660,,11,443950,455.4041802,53662,55.04651226,17507,17.95869126,73.2249
"Mexico",2000,60.06,742061329643.37,0.5342036,9.491561494,700514700,30.409166,8,437667,442.5355773,54996,55.60777168,15509,15.68152104,73.5692
"Mexico",2001,59.387,796064590656.18,,6.367738062,709822340,,6,441004,439.693042,55891,55.72485467,14253,14.21063058,73.8668
"Mexico",2002,56.204,810666116505.48,0.50583386,5.030727332,711480200,,8,457680,450.0969555,58328,57.36159592,14803,14.55773736,74.1059
"Mexico",2003,56.265,765549967703.27,,4.546900121,740620100,,9,470692,456.6233435,59873,58.08343767,14768,14.32659475,74.2743
"Mexico",2004,56.534,819459227375.02,0.50344104,4.688408848,738406900,,3,471679,451.3029775,61042,58.40505163,15295,14.63427255,74.372
"Mexico",2005,57.218,917571853529.1,0.50941753,3.988057146,764501700,23.144466,7,493957,465.9742975,62981,59.41312145,15977,15.07190171,74.3765
"Mexico",2006,57.988,1020265057882.01,0.49712664,3.629467624,781458400,,7,493296,458.6233714,63777,59.294263,16162,15.02601061,74.3313
"Mexico",2007,57.923,1102355554971.95,,3.966849055,774358100,,7,502075,459.899873,63767,58.41046696,15089,13.82149915,74.2384
"Mexico",2008,57.614,1161553459715.1,0.50845385,5.124982746,769420900,,3,536335,483.9901533,66660,60.15416413,15866,14.31752127,74.1524
"Mexico",2009,56.683,943437415024.63,,5.297355842,750852350,,8,550946,489.8870337,67095,59.65915085,19137,17.01612892,74.119
"Mexico",2010,56.497,1105424238731.09,0.47658798,4.156727227,751734400,21.619123,9,578572,507.1057713,68962,60.44369275,17650,15.46984103,74.1901
"Mexico",2011,56.688,1229013703416.76,,3.407378246,772154700,24.717434,12,576662,498.430911,70042,60.53996599,16973,14.67040979,74.3651
"Mexico",2012,57.478,1255110424817.79,0.49597645,4.111509811,784205700,22.813524,3,587826,501.2408744,71841,61.25902165,17538,14.95470166,74.574
"Mexico",2013,57.346,1327436290282.67,,3.806390697,780049400,23.607773,5,596129,501.6773901,71916,60.52151663,18701,15.73798435,74.7391
"Mexico",2014,56.928,1364507717614.13,0.48913074,4.018616081,834547460,22.039173,8,618097,513.5610009,75652,62.8573134,21845,18.15045222,74.7974
"Mexico",2015,57.269,1213294467716.88,,2.72064065,861164740,22.114128,4,640890,525.9307088,78009,64.01617853,20414,16.75224998,74.6822
"Mexico",2016,57.442,1112233497452.7,0.46912822,2.821707847,898376300,21.270243,7,671536,544.4884603,80954,65.63835567,23159,18.77756107,74.4122
"Mexico",2017,57.387,1190721475906,,6.04145724,854950600,20.416073,7,688468,551.7573049,82492,66.11137133,23404,18.75661318,74.1378
"Mexico",2018,57.677,1256300182879.73,0.45955244,4.899350154,871456830,20.393358,4,705149,558.79594,84066,66.61817501,29267,23.19265967,74.0146
"Mexico",2019,58.08,1305211135822.61,,3.635961421,878178370,20.124012,6,729057,571.4708814,86791,68.03107201,31862,24.97500912,74.2021
"Mexico",2020,53.052,1120832412468.85,0.44595087,3.396834156,862767300,,8,1069958,829.8574064,88954,68.99255459,58879,45.66644133,70.1328
"Mexico",2021,56.489,1313069763986.6,,5.689208477,899521860,,9,1098301,843.1462582,87979,67.53992271,54668,41.96765699,70.2127
"Mexico",2022,57.803,1463323889036.56,0.43454525,7.896276192,952923970,,,,,,,,,
"Mexico",2023,58.715,1788886821046.81,,5.527960873,,,,,,,,,,
"United States",1900,,,,,2325302500,,1,,,,,,,
"United States",1901,,,,,2334977500,,,,,,,,,49.3
"United States",1902,,,,,2364020200,,,,,,,,,50.5
"United States",1903,,,,,2466308400,,3,,,,,,,50.6
"United States",1904,,,,,2456310500,,,,,,,,,49.6
"United States",1905,,,,,2547616300,,,,,,,,,50.3
"United States",1906,,,,,2575815000,,3,,,,,,,50.1
"United States",1907,,,,,2752196000,,,,,,,,,50.2
"United States",1908,,,,,2572691000,,,,,,,,,51.9
"United States",1909,,,,,2693959400,,3,,,,,,,52.8
"United States",1910,,,,,2773611800,,1,,,,,,,51.8
"United States",1911,,,,,2734642000,,,,,,,,,53.4
"United States",1912,,,,,2750762200,,,,,,,,,54.1
"United States",1913,,,,,2838679000,,1,,,,,,,53.5
"United States",1914,,,,,2680223200,,,,,,,,,54.6
"United States",1915,,,,,2683396000,,2,,,,,,,55.1
"United States",1916,,,,,2807828500,,,,,,,,,54.2
"United States",1917,,,,,2957883600,,,,,,,,,54
"United States",1918,,,,,3053670100,,2,,,,,,,47.2
"United States",1919,,,,,2741335800,,1,,,,,,,55.3
"United States",1920,,,,,3035542800,,1,,,,,,,55.4
"United States",1921,,,,,2720794600,,,,,,,,,58.2
"United States",1922,,,,,2729061600,,,,,,,,,58.1
"United States",1923,,,,,3228263000,,,,,,,,,57.5
"United States",1924,,,,,2994283800,,,,,,,,,58.5
"United States",1925,,,,,3078986500,,3,,,,,,,58.5
"United States",1926,,,,,3217967600,,2,,,,,,,57.9
"United States",1927,,,,,3150669800,,2,,,,,,,59.4
"United States",1928,,,,,3102548000,,1,,,,,,,58.3
"United States",1929,,,,,3241983000,,,,,,,,,58.5
"United States",1930,,,,,2975807700,,,,,,,,,59.6
"United States",1931,,,,,2701391000,,,,,,,,,60.3
"United States",1932,,,,,2436255000,,2,,,,,,,61
"United States",1933,,,,,2532193500,,3,,,,,,,60.9
"United States",1934,,,,,2636366300,,,,,,,,,60.19
"United States",1935,,,,,2678557000,,1,,,,,,,60.91
"United States",1936,,,,,2924469500,,3,,,,,,,60.35
"United States",1937,,,,,2990494200,,1,,,,,,,61.03
"United States",1938,,,,,2680921900,,2,,,,,,,62.39
"United States",1939,,,,,2836599800,,,,,,,,,63.07
"United States",1940,,,,,3087383300,,2,,,,,,,63.22
"United States",1941,,,,,3278165200,,,,,,,,,63.79
"United States",1942,,,,,3439266800,,,,,,,,,64.54
"United States",1943,,,,,3509826000,,1,,,,,,,64.36
"United States",1944,,,,,3707653400,,2,,,,,,,65.06
"United States",1945,,,,,3612951600,,3,,,,,,,65.59
"United States",1946,,,,,3502043400,,2,,,,,,,66.13
"United States",1947,,,,,3744292000,,5,,,,,,,66.8
"United States",1948,,,,,3840048600,,2,,,,,,,67.22
"United States",1949,,,,,3340977000,,3,,,,,,,67.63
"United States",1950,,,,,3659914800,,4,1452454,963.8221786,210733,139.8386036,48156,31.95544977,68.0594
"United States",1951,,,,,3661358600,,3,1482099,966.7271103,215525,140.5802584,49149,32.05836502,68.1696
"United States",1952,,,,,3518028300,,5,1496838,961.4405827,223277,143.4140294,47303,30.38339746,68.366
"United States",1953,,,,,3551036400,,6,1517541,959.000139,229079,144.7649802,53248,33.64972637,68.6998
"United States",1954,,,,,3396741600,,3,1481091,918.9961778,234669,145.6088208,41981,26.04862128,69.4892
"United States",1955,,,,,3634126000,,6,1528717,930.3971809,240681,146.4816077,45590,27.74667089,69.5456
"United States",1956,,,,,3758376200,,4,1564476,935.0985619,247357,147.8470587,48208,28.81426847,69.6301
"United States",1957,,,,,3711406000,,3,1633128,958.5715879,253183,148.6068638,62203,36.51032159,69.4058
"United States",1958,,,,,3590811400,,4,1647886,950.7765982,254426,146.7955227,58791,33.92049388,69.6606
"United States",1959,,,,,3647210000,,2,1656814,938.6356812,260047,147.3245597,56174,31.8242849,69.8889
"United States",1960,56.1,541988586206.9,,1.457975986,3704502300,,2,1711982,954.6907483,267627,149.2428197,67973,37.90530171,69.8132
"United States",1961,55.4,561940310344.83,,1.070724148,3641309000,,2,1701522,929.503925,273502,149.4081079,56206,30.70409763,70.2385
"United States",1962,55.5,603639413793.1,,1.198773348,3817338000,,3,1756720,945.037092,278562,149.8539451,61113,32.8760712,70.1035
"United States",1963,55.4,637058551724.14,0.3760505,1.239669421,3926235600,,3,1813549,961.2943066,285362,151.2596935,71900,38.11149335,69.9321
"United States",1964,55.7,684144620689.66,0.38144752,1.278911565,4070473000,,6,1798051,939.5629432,289577,151.3170752,60449,31.58733559,70.1896
"United States",1965,56.2,741904862068.97,0.37502176,1.585169264,4214946000,,3,1828136,943.2230237,297588,153.5399189,62907,32.45673776,70.2417
"United States",1966,56.9,813032758620.69,0.37786198,3.015075377,4411892700,,6,1863149,951.2802708,303736,155.0804924,64602,32.98426914,70.2045
"United States",1967,57.3,859620034482.76,0.3689021,2.772785623,4767269400,,5,1851323,935.6590166,310983,157.1708708,57850,29.23740164,70.5187
"United States",1968,57.5,9.40225e+11,0.3632897,4.271796153,5065780000,,3,1930082,965.7170019,318547,159.3850696,73492,36.77174022,70.2021
"United States",1969,58,1017438172413.79,0.3601636,5.4623862,5155831000,,7,1921990,951.8524572,323092,160.0091125,68365,33.85730063,70.4785
"United States",1970,57.4,1.073303e+12,0.36634982,5.838255338,5397935000,,3,1921031,940.4279588,330730,161.9066735,62739,30.71346048,70.7353
"United States",1971,56.6,1.16485e+12,0.3691998,4.292766688,5414903000,,3,1927542,934.7380366,337398,163.6170543,57194,27.73553431,71.0957
"United States",1972,57,1.27911e+12,0.36664388,3.272278247,5620446000,,5,1963944,943.1609278,345618,165.9789656,62580,30.05330644,71.172
"United States",1973,57.8,1.425376e+12,0.36115494,6.177760064,5818450400,,7,1973003,940.1923269,351055,167.2877423,62559,29.81115172,71.3883
"United States",1974,57.8,1.545243e+12,0.35478327,11.0548048,5640086500,,2,1934388,915.0845124,360472,170.5254294,54777,25.91289045,71.9499
"United States",1975,56.1,1.684904e+12,0.35650107,9.143146865,5486884400,,5,1892879,878.5088065,365693,169.7226928,55664,25.83435825,72.5337
"United States",1976,56.8,1.873412e+12,0.35562193,5.744812635,5763923000,,1,1909440,877.6492326,377312,173.4265477,61866,28.43590133,72.8339
"United States",1977,57.9,2.081826e+12,0.35505962,6.501683995,5943735000,,6,1899597,864.3961595,386686,175.9583182,51193,23.29495814,73.2152
"United States",1978,59.3,2.351599e+12,0.34791657,7.630963839,5958844400,,5,1927788,868.0015309,396992,178.7487337,58319,26.25858304,73.397
"United States",1979,59.9,2.627333e+12,0.34760424,11.25447113,6046968300,,4,1913841,852.236081,403395,179.6323592,45584,20.29861912,73.8202
"United States",1980,59.2,2.857307e+12,0.347184,13.54920197,5872623600,,8,1989841,875.8025898,416509,183.3210095,55261,24.32240913,73.7172
"United States",1981,59,3.207041e+12,0.3548923,10.33471534,5774493700,,4,1977981,862.4365593,422094,184.0408462,54304,23.67755551,74.1052
"United States",1982,57.8,3.343789e+12,0.36662114,6.131427,5515050000,,13,1974797,852.9187938,433795,187.3569325,49389,21.33120838,74.4526
"United States",1983,57.9,3.634038e+12,0.37293357,3.212435233,5474607000,,12,2019201,862.976481,442986,189.325629,56406,24.10708562,74.5432
"United States",1984,59.5,4.037613e+12,0.3734555,4.300535475,5723398000,,14,2039369,862.334351,453492,191.7562391,59438,25.13298435,74.6658
"United States",1985,60.1,4.338979e+12,0.376419,3.545644152,5677805000,,15,2086440,873.9381754,461563,193.3329145,68215,28.57292452,74.6421
"United States",1986,60.7,4.579631e+12,0.37557536,1.898047722,5635206700,,7,2105361,873.3038825,469376,194.697196,70400,29.20192467,74.7218
"United States",1987,61.5,4.855215e+12,0.37197286,3.664563218,5800030700,,11,2123323,872.3594906,476927,195.9437141,69773,28.66598192,74.8538
"United States",1988,62.3,5.236438e+12,0.37705934,4.077741107,6037165600,,22,2167999,881.9923761,485048,197.3287986,78297,31.85303917,74.828
"United States",1989,63,5.64158e+12,0.3823879,4.82700303,6123800000,,19,2150466,866.2850467,496152,199.8678698,77183,31.0920883,75.1038
"United States",1990,62.8,5.963144e+12,0.3826289,5.39795644,6100743700,13.41568,24,2148463,863.8433226,505322,203.1773577,80146,32.22470526,75.3699
"United States",1991,61.7,6.158129e+12,0.38045916,4.234963965,6050073600,,36,2169518,860.315572,514657,204.0856224,78493,31.12615346,75.5227
"United States",1992,61.5,6.520327e+12,0.38373882,3.028819678,6168840000,,32,2175613,852.9223471,520578,204.0862091,76296,29.91090943,75.7776
"United States",1993,61.7,6.858559e+12,0.40364543,2.951656966,6267119000,,30,2268553,880.024284,529904,205.5620425,83482,32.38460255,75.567
"United States",1994,62.579,7.287236e+12,0.39986804,2.607441592,6396844500,,16,2278994,875.3880488,534310,205.234673,82051,31.5167415,75.7377
"United States",1995,62.948,7.639749e+12,0.39854994,2.805419689,6406957000,12.897702,18,2312132,879.9563701,538455,204.9264087,83455,31.76149063,75.8536
"United States",1996,63.223,8.073122e+12,0.40309733,2.9312042,6593704400,,15,2314690,872.5334906,539533,203.3795505,84213,31.74449401,76.1753
"United States",1997,63.844,8.577552e+12,0.40525717,2.337689937,6679778000,,33,2314245,864.6983722,539577,201.6084527,86914,32.47469232,76.498
"United States",1998,64.06,9.062817e+12,0.3995361,1.552279099,6724498400,,32,2337256,864.6944027,541532,200.3459139,92323,34.15594241,76.66
"United States",1999,64.253,9.631172e+12,0.3998582,2.188027197,6826686500,,22,2391399,876.9635375,549838,201.6342223,64380,23.60915621,76.6718
"United States",2000,64.396,1.0250952e+13,0.40140685,3.376857271,7011058000,11.94563,31,2403351,854.0028153,553091,196.5344517,65853,23.40009736,76.8114
"United States",2001,63.663,1.0581929e+13,0.4059678,2.826171119,6817620000,,27,2416425,848.4731085,553768,194.4431366,62474,21.93633528,76.9285
"United States",2002,62.732,1.0929108e+13,0.40354446,1.586031627,6821997600,,32,2443387,847.3135084,557271,193.2494714,66169,22.94597112,77.0005
"United States",2003,62.277,1.145645e+13,0.4077259,2.270094973,6922700300,,23,2448288,841.8834832,556902,191.4997727,65688,22.58788274,77.1536
"United States",2004,62.345,1.2217196e+13,0.40253353,2.677236693,6985552400,,20,2397615,816.4722894,553888,188.6183576,60114,20.47093266,77.5581
"United States",2005,62.689,1.3039197e+13,0.4096537,3.392746845,7035077600,10.913413,16,2448017,825.887677,559312,188.695131,63535,21.43480767,77.5573
"United States",2006,63.12,1.3815583e+13,0.41398576,3.225944101,6936557000,,29,2426299,810.3912109,559896,187.0069589,56727,18.94698973,77.8386
"United States",2007,62.987,1.4474228e+13,0.4079857,2.852672482,7009083400,,23,2423895,803.7322912,562894,186.6483838,53083,17.60163754,78.1004
"United States",2008,62.177,1.4769862e+13,0.4081219,3.839100297,6825357300,,22,2471984,814.5297978,565469,186.3245677,56642,18.66379265,78.1958
"United States",2009,59.32,1.4478067e+13,0.40610814,-0.355546266,6315083300,,17,2437944,795.913736,567710,185.3398548,54075,17.6538244,78.564
"United States",2010,58.472,1.5048971e+13,0.40010712,1.640043442,6518205000,9.221851,16,2469288,799.0926551,574866,186.0338682,50390,16.3068378,78.7724
"United States",2011,58.372,1.5599732e+13,0.40937114,3.156841569,6356485600,9.262993,23,2515458,807.312834,576708,185.0890652,54142,17.37637101,78.82
"United States",2012,58.561,1.625397e+13,0.4093686,2.069337265,6166373400,8.869988,25,2543279,809.8482796,582652,185.5320316,50938,16.22002606,78.9441
"United States",2013,58.584,1.6880683e+13,0.40652013,1.464832656,6284353000,8.641629,28,2596993,820.7928521,584905,184.8622015,57320,18.11627767,78.9507
"United States",2014,59.007,1.7608138e+13,0.41511607,1.622222977,6360943000,8.433002,20,2626418,824.172306,591727,185.6844593,55571,17.43822926,79.0175
"United States",2015,59.343,1.8295019e+13,0.4123878,0.118627136,6195904500,8.163753,29,2712630,845.3765541,595955,185.7261714,57420,17.89463426,78.8694
"United States",2016,59.729,1.8804913e+13,0.41121885,1.261583206,6074719700,7.3789396,27,2744248,849.5703131,598071,185.1521316,51850,16.05183669,78.8482
"United States",2017,60.114,1.9612102e+13,0.4118056,2.130110004,6091480000,7.7446847,24,2813503,865.4675275,599136,184.3014749,56027,17.23458236,78.8213
"United States",2018,60.422,2.0656516e+13,0.41407844,2.442583297,6277740000,7.7751155,20,2839205,868.0028798,599302,183.2188454,59490,18.18730642,78.9896
"United States",2019,60.784,2.1521395e+13,0.41535568,1.812210075,6195233300,7.6636925,21,2854838,867.5607312,599623,182.220276,50133,15.23498781,79.138
"United States",2020,56.772,2.132295e+13,0.3968309,1.233584396,5630234000,,23,3383729,1022.266435,602372,181.984041,53918,16.28929552,77.4144
"United States",2021,58.361,2.3594031e+13,0.39751095,4.697858864,5961865700,,29,3464231,1040.574994,605243,181.8010205,42147,12.65998551,77.1982
"United States",2022,59.965,2.5744108e+13,,8.002799821,6001570000,,,,,,,,,
"United States",2023,60.326,2.7360935e+13,,4.116338384,,,,,,,,,,
